id,url,domain,main_domain,creation_date,updated_date,control_over_dns,domain_indexed,known_hosting,is_archived,control_over_ssl,num_archives,between_archives_similarity,phish_archives_similarity,between_archives_distance,phish_archives_distance,is_on_root,is_subdomain,verified_category
66239a74a9efe18f4d85b33f,https://emv1.zmv3oe.cn/,emv1.zmv3oe.cn,zmv3oe.cn,2023-05-25T14:17:29,,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b340,https://emv1.ydgxgg.cn/,emv1.ydgxgg.cn,ydgxgg.cn,2023-09-21T09:12:46,,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,-2,7,186,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b341,https://emv1.v61gmd.cn/,emv1.v61gmd.cn,v61gmd.cn,2023-05-24T00:50:43,,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b342,https://emv1.towqzg.cn/,emv1.towqzg.cn,towqzg.cn,2023-05-24T08:45:15,,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b343,https://emv1.sztps.cn/,emv1.sztps.cn,sztps.cn,2023-09-19T00:15:01,,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,-2,3,183,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b344,https://emv1.st9zxa.cn/,emv1.st9zxa.cn,st9zxa.cn,2023-05-26T04:32:28,,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b346,https://emv1.gprinoz.cn/,emv1.gprinoz.cn,gprinoz.cn,2023-09-19T17:15:34,,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b347,https://emv1.f0qyuc.cn/,emv1.f0qyuc.cn,f0qyuc.cn,2023-05-26T04:34:00,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b348,https://emv1.ery8fa.cn/,emv1.ery8fa.cn,ery8fa.cn,2023-05-26T04:33:59,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b349,https://emv1.efwfca.cn/,emv1.efwfca.cn,efwfca.cn,2022-05-26T18:10:14,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b34a,https://emv1.dsockb.cn/,emv1.dsockb.cn,dsockb.cn,2023-05-24T17:00:15,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b34b,https://emv1.220d.cn/,emv1.220d.cn,220d.cn,2023-06-21T11:47:23,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b34c,https://efwfca.cn/,efwfca.cn,efwfca.cn,2022-05-26T18:10:14,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,TRUE,FALSE,attackers_domain
66239a74a9efe18f4d85b34d,https://7e3mi.220q.cn/,7e3mi.220q.cn,220q.cn,2023-06-21T11:47:25,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b34e,https://7br3vk.220d.cn/,7br3vk.220d.cn,220d.cn,2023-06-21T11:47:23,,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b34f,https://5qnyk.220q.cn/,5qnyk.220q.cn,220q.cn,2023-06-21T11:47:25,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
66239a74a9efe18f4d85b350,https://tinyurl.com/yfhh5z9t,tinyurl.com,tinyurl.com,2002-01-27T06:17:41Z,2020-09-10T20:57:29Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,-2,0,175,FALSE,FALSE,shared_domain
66239a74a9efe18f4d85b351,https://tinyurl.com/49rk63rc,tinyurl.com,tinyurl.com,2002-01-27T06:17:41Z,2020-09-10T20:57:29Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,-2,0,175,FALSE,FALSE,shared_domain
66239a74a9efe18f4d85b352,https://tinyurl.com/42fuxm44,tinyurl.com,tinyurl.com,2002-01-27T06:17:41Z,2020-09-10T20:57:29Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,-2,0,175,FALSE,FALSE,shared_domain
66239a74a9efe18f4d85b353,https://tinyurl.com/24anemus,tinyurl.com,tinyurl.com,2002-01-27T06:17:41Z,2020-09-10T20:57:29Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,-2,0,175,FALSE,FALSE,shared_domain
66239a74a9efe18f4d85b355,https://sequoia-smart-espadrille.glitch.me/brill.html,sequoia-smart-espadrille.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,32,FALSE,TRUE,shared_domain
66239cf7a9efe18f4d85b359,https://273-att.square.site/,273-att.square.site,square.site,2019-02-05T14:02:28.0Z,2024-02-06T15:03:20.0Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,54,199,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b35a,https://1r3s1qq4a19z.internet-hosting-services.cfd/review-case/?id=2004vhtt8r,1r3s1qq4a19z.internet-hosting-services.cfd,internet-hosting-services.cfd,2024-04-17T17:36:01.0Z,2024-04-17T17:42:03.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b35c,https://g734ztqct9e1.digital-hosting-solutions.cfd/review-case/?id=1904hn02,g734ztqct9e1.digital-hosting-solutions.cfd,digital-hosting-solutions.cfd,2024-04-17T17:36:08.0Z,2024-04-17T17:42:13.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b35d,https://nyd0408wv944.digital-hosting-solutions.cfd/review-case/?id=190491nf32,nyd0408wv944.digital-hosting-solutions.cfd,digital-hosting-solutions.cfd,2024-04-17T17:36:08.0Z,2024-04-17T17:42:13.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b35e,https://supportaccountcentre.pages.dev/,supportaccountcentre.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,51,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b35f,https://linkup.top/metaasupportcenter,linkup.top,linkup.top,2022-12-05T02:46:10Z,2022-12-05T04:04:49Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,39,26,FALSE,FALSE,shared_domain
6623a094a9efe18f4d85b360,https://iokmnhytzavryeiacska.blogspot.com/search,iokmnhytzavryeiacska.blogspot.com,blogspot.com,2000-07-31t21:38:58z,2023-06-29t10:00:58z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1995,157,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b361,https://f13asf5rok2y.digital-hosting-solutions.cfd/review-case/?id=1904hn76,f13asf5rok2y.digital-hosting-solutions.cfd,digital-hosting-solutions.cfd,2024-04-17T17:36:08.0Z,2024-04-17T17:42:13.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b362,https://brwyj6wql3hz.internet-hosting-services.cfd/review-case/?id=1904n10bzh,brwyj6wql3hz.internet-hosting-services.cfd,internet-hosting-services.cfd,2024-04-17T17:36:01.0Z,2024-04-17T17:42:03.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b364,https://fbsp-setting-acccount.pages.dev/,fbsp-setting-acccount.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,48,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b365,https://3jiwr1w8t3zh.internet-hosting-services.cfd/review-case/?id=2004vhg35r,3jiwr1w8t3zh.internet-hosting-services.cfd,internet-hosting-services.cfd,2024-04-17T17:36:01.0Z,2024-04-17T17:42:03.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a094a9efe18f4d85b366,https://relief-righten-heroic.w3spaces.com/documents.html,relief-righten-heroic.w3spaces.com,w3spaces.com,2020-12-21T07:26:31Z,2023-11-17T00:06:54Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,41,7,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b367,https://rebrand.ly/v1vnqj8,relief-righten-heroic.w3spaces.com,w3spaces.com,2020-12-21T07:26:31Z,2023-11-17T00:06:54Z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,41,7,FALSE,TRUE,shared_domain
6623a094a9efe18f4d85b368,https://docs.google.com/presentation/d/e/2PACX-1vQHBKA0_PhHwsopGoe3Jyv06PPRfgiGmNv89nucLuqnZ39ZdnuY4JimV3_9DE1xxEkV-0FWsZLdM1mX/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,google.com,1997-09-15T04:00:00Z,2019-09-09T15:39:04Z,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,-1,-1,203,FALSE,TRUE,shared_domain
6623a7cda9efe18f4d85b374,https://appeal-support-for-business.vercel.app/appeal_case_id,appeal-support-for-business.vercel.app,vercel.app,2020-01-28T03:03:04Z,2024-04-04T12:45:06Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,225,73,FALSE,TRUE,shared_domain
6623a7cda9efe18f4d85b376,https://o3mrq4ykjdle.internet-hosting-services.cfd/review-case/?id=1904hn54,o3mrq4ykjdle.internet-hosting-services.cfd,internet-hosting-services.cfd,2024-04-17T17:36:01.0Z,2024-04-17T17:42:03.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623a7cda9efe18f4d85b378,https://sustaining-grey-nyala.glitch.me/,sustaining-grey-nyala.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,41,FALSE,TRUE,shared_domain
6623a901a9efe18f4d85b37f,https://docs.google.com/presentation/d/e/2PACX-1vQHBKA0_PhHwsopGoe3Jyv06PPRfgiGmNv89nucLuqnZ39ZdnuY4JimV3_9DE1xxEkV-0FWsZLdM1mX/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,google.com,1997-09-15T04:00:00Z,2019-09-09T15:39:04Z,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,-1,-1,203,FALSE,TRUE,shared_domain
6623a901a9efe18f4d85b384,https://273-att.square.site/,273-att.square.site,square.site,2019-02-05T14:02:28.0Z,2024-02-06T15:03:20.0Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,54,199,FALSE,TRUE,shared_domain
6623ab83a9efe18f4d85b387,https://docs.google.com/presentation/d/e/2PACX-1vQ8gzSx27LMLFyh8EaUcLjJy1OWuLCt_lX23zUHgJWgrwRe8wQM5kid87eRt3HhCJ1NvzI3bL84e5P9/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,google.com,1997-09-15T04:00:00Z,2019-09-09T15:39:04Z,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,-1,-1,203,FALSE,TRUE,shared_domain
6623af2ea9efe18f4d85b3a5,https://client-vpn-asharirhmn.pages.dev/,client-vpn-asharirhmn.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,74,FALSE,TRUE,shared_domain
6623af2fa9efe18f4d85b3a8,https://yiitezl3bleg.digital-hosting-solutions.cfd/review-case/?id=1904t5m7,yiitezl3bleg.digital-hosting-solutions.cfd,digital-hosting-solutions.cfd,2024-04-17T17:36:08.0Z,2024-04-17T17:42:13.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623af2fa9efe18f4d85b3ab,https://dlsabled-232738066600070.pages-quality.me/,dlsabled-232738066600070.pages-quality.me,pages-quality.me,2024-04-18T17:02:03Z,2024-04-23T17:02:24Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623af2fa9efe18f4d85b3ac,https://disabled-232738066600070.pages-quality.me/,disabled-232738066600070.pages-quality.me,pages-quality.me,2024-04-18T17:02:03Z,2024-04-23T17:02:24Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623af2fa9efe18f4d85b3af,https://vafbvblh54w1.digital-hosting-solutions.cfd/review-case/?id=1904hn78,vafbvblh54w1.digital-hosting-solutions.cfd,digital-hosting-solutions.cfd,2024-04-17T17:36:08.0Z,2024-04-17T17:42:13.0Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623af2fa9efe18f4d85b3b1,https://facebook-review-ads12.github.io/review-page/,facebook-review-ads12.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,169,FALSE,TRUE,shared_domain
6623af2fa9efe18f4d85b3b4,https://statuesque-kataifi-4cbb9b.netlify.app/form.appeal/,statuesque-kataifi-4cbb9b.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
6623af30a9efe18f4d85b3b5,https://form-appeal.life/4rpkcnc6,statuesque-kataifi-4cbb9b.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
6623af30a9efe18f4d85b3b6,https://earned-staying-convenient-matched.trycloudflare.com/login.html,earned-staying-convenient-matched.trycloudflare.com,trycloudflare.com,2018-07-07T12:30:43Z,2023-03-19T11:04:38Z,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,shared_domain
6623af31a9efe18f4d85b3b9,https://sustaining-grey-nyala.glitch.me/1.html,sustaining-grey-nyala.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,41,FALSE,TRUE,shared_domain
6623af32a9efe18f4d85b3bb,https://sath1001.github.io/Netflix-clone,sath1001.github.io,github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,378,200,FALSE,TRUE,shared_domain
6623af32a9efe18f4d85b3bd,https://faesb00k.com/,faesb00k.com,faesb00k.com,2024-04-10T18:06:59Z,2024-04-10T18:06:59Z,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,TRUE,FALSE,attackers_domain
6623af33a9efe18f4d85b3be,https://merdivenkorumafilesi.com/abnb/hosting/login_password.html,merdivenkorumafilesi.com,merdivenkorumafilesi.com,2018-12-20T14:44:30Z,2023-09-28T04:27:48Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,133,246,FALSE,FALSE,attackers_domain
6623af35a9efe18f4d85b3c4,https://0yt3k.220d.cn/,0yt3k.220d.cn,220d.cn,2023-06-21T11:47:23,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623b023a9efe18f4d85b3c7,https://creativecabinet.org.civicpowerofchange.com/www.instagram.com/thecreativecabinet/,creativecabinet.org.civicpowerofchange.com,civicpowerofchange.com,2021-01-18T00:29:26Z,2024-04-19T06:04:45Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,212,160,FALSE,TRUE,compromised_domain
6623b024a9efe18f4d85b3cb,https://cloudflare-ipfs.com/ipfs/bafkreifb2vikdsxau4wpjiltn7c2kuqtmr6uvbzntxl5obpnbvxdruymre,cloudflare-ipfs.com,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,4432,424,FALSE,FALSE,shared_domain
6623b025a9efe18f4d85b3cc,https://violation---form--578.glitch.me/,violation---form--578.glitch.me,glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,42,48,FALSE,TRUE,shared_domain
6623b025a9efe18f4d85b3ce,https://soft-mousse-bde520.netlify.app/form.appeal/,soft-mousse-bde520.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
6623b027a9efe18f4d85b3d5,https://ib.loginaacounts.top/taxes.asp,ib.loginaacounts.top,loginaacounts.top,2024-04-19T03:32:25Z,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623b028a9efe18f4d85b3d8,https://acccount-verify-190293983189.pages.dev/meta-community-standard?fbclid=IwZXh0bgNhZW0CMTAAAR1VN6UM9NqqQfI9fItndNTb01fJltU1O7xtzvlEeU7jeM_RVh5UIwKr73A_aem_AYjmxtgv3d5Q6GP5p1o3-WwI0EL8t9ETqiUZmzEPbssXIS070MUQpbqsb1yFXDCbWyn-47VOy8NkV2wRPCFt_7e8,acccount-verify-190293983189.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,41,FALSE,TRUE,shared_domain
6623b029a9efe18f4d85b3d9,https://tuyendungdienvientiktoker.com/,tuyendungdienvientiktoker.com,tuyendungdienvientiktoker.com,2024-03-16T12:54:36Z,2024-03-16T12:54:36Z,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,-1,-1,24,TRUE,FALSE,attackers_domain
6623b029a9efe18f4d85b3da,https://help.supporsrtt.click/,help.supporsrtt.click,supporsrtt.click,2024-02-08T15:52:24.299Z,2024-02-13T15:52:29.370Z,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623b029a9efe18f4d85b3db,https://muddy-king-db3b.update-member-are.workers.dev/,muddy-king-db3b.update-member-are.workers.dev,workers.dev,2019-02-08T20:36:47Z,2023-08-18T17:07:09Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,652,257,FALSE,TRUE,shared_domain
6623b02ba9efe18f4d85b3e0,https://steady-frangollo-6f9802.netlify.app/appeal_case_id/,steady-frangollo-6f9802.netlify.app,netlify.app,2018-05-08T22:48:05Z,2024-04-11T16:00:14Z,TRUE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,49,554,FALSE,TRUE,shared_domain
6623b02ca9efe18f4d85b3e2,https://273-att.square.site/,273-att.square.site,square.site,2019-02-05T14:02:28.0Z,2024-02-06T15:03:20.0Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,54,199,FALSE,TRUE,shared_domain
6623b02ca9efe18f4d85b3e3,https://customer-care-centeri.pages.dev/29603945.html,customer-care-centeri.pages.dev,pages.dev,2020-09-02T02:33:29Z,2023-09-04T18:15:07Z,TRUE,TRUE,TRUE,TRUE,TRUE,2,-2,-2,115,525,FALSE,TRUE,shared_domain
6623b02da9efe18f4d85b3e4,https://l9ww5m.220d.cn/,l9ww5m.220d.cn,220d.cn,2023-06-21T11:47:23,,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,-2,-2,FALSE,TRUE,attackers_domain
6623b030a9efe18f4d85b3ec,https://netzero20766066.brizy.site/,netzero20766066.brizy.site,brizy.site,2018-03-23T12:42:50.0Z,2023-12-17T08:33:41.0Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1368,77,FALSE,TRUE,shared_domain
6623b034a9efe18f4d85b3f3,https://partagez-facilement-des-fichiers-avec-enz.weebly.com/,partagez-facilement-des-fichiers-avec-enz.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,85,FALSE,TRUE,shared_domain
6623b034a9efe18f4d85b3f4,https://dh-uniswap-fork.web.app/,dh-uniswap-fork.web.app,web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,FALSE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,12,157,FALSE,TRUE,shared_domain
6623b035a9efe18f4d85b3f6,https://userviceps.blogspot.com.au/,userviceps.blogspot.com,blogspot.com,2000-07-31t21:38:58z,2023-06-29t10:00:58z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1995,53,FALSE,TRUE,shared_domain
6623b036a9efe18f4d85b3f7,https://livewalletconnect.blogspot.com.ng/,livewalletconnect.blogspot.com,blogspot.com,2000-07-31t21:38:58z,2023-06-29t10:00:58z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1995,189,FALSE,TRUE,shared_domain
6623b036a9efe18f4d85b3f8,https://kdskjdkjds832983093209nsaknmsakj.weebly.com/,kdskjdkjds832983093209nsaknmsakj.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,109,FALSE,TRUE,shared_domain
6623b037a9efe18f4d85b3f9,https://attnationameritechiewide.weebly.com/,attnationameritechiewide.weebly.com,weebly.com,2006-03-29T00:25:07Z,2024-03-29T00:47:12Z,FALSE,TRUE,TRUE,TRUE,FALSE,2,-2,-2,72,107,FALSE,TRUE,shared_domain
6623b037a9efe18f4d85b3fa,https://userviceps.blogspot.fi/,userviceps.blogspot.com,blogspot.com,2000-07-31t21:38:58z,2023-06-29t10:00:58z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1995,53,FALSE,TRUE,shared_domain
6623b03ba9efe18f4d85b3fd,https://sakshifollwing.blogspot.com/,sakshifollwing.blogspot.com,blogspot.com,2000-07-31t21:38:58z,2023-06-29t10:00:58z,TRUE,TRUE,FALSE,TRUE,FALSE,2,-2,-2,1995,116,FALSE,TRUE,shared_domain
6623b03ca9efe18f4d85b402,https://s.id/layanan-cs-DANA-ID,s.id,s.id,2013-08-14T03:04:16,2023-09-28T00:24:17,TRUE,TRUE,FALSE,TRUE,TRUE,2,-2,-2,207,80,FALSE,FALSE,shared_domain
